"module","node_id","layer_id","flow","type","species","size_of_module"
6,64,4,4.27835e-05,"pollinator","Aprostocetus_sp._2",19
6,10,7,0.0142895,"plant","Euphorbia.lamarckii",19
6,10,5,0.00791593,"plant","Euphorbia.lamarckii",19
6,209,7,2.03633e-05,"pollinator","Perilampus_sp._2",19
6,186,4,4.27835e-05,"pollinator","Mordellistena_cf._canariensis",19
6,10,6,0.00949145,"plant","Euphorbia.lamarckii",19
6,169,7,2.03633e-05,"pollinator","Linnaemyia_soror",19
6,129,7,6.23827e-05,"pollinator","Dilophus_hiemalis",19
6,220,4,4.27835e-05,"pollinator","Platypalpus_sp._2",19
6,213,4,0.000128351,"pollinator","Phyto_discrepans",19
6,10,4,0.010471,"plant","Euphorbia.lamarckii",19
6,134,7,2.03633e-05,"pollinator","Empis_sp._1",19
6,103,7,7.93235e-05,"pollinator","Chironomidae_sp._1",19
6,97,7,2.03633e-05,"pollinator","Ceratogoponidae_sp._2",19
6,191,7,4.07266e-05,"pollinator","Mycetophilidae_sp._1",19
7,275,7,0.00623383,"pollinator","Thysanoptera_sp._2",7
7,275,6,0.00618286,"pollinator","Thysanoptera_sp._2",7
7,275,3,0.00590724,"pollinator","Thysanoptera_sp._2",7
7,275,4,0.00748423,"pollinator","Thysanoptera_sp._2",7
7,27,5,0.000705874,"plant","Nauplius.aquaticus",7
7,275,2,0.00592909,"pollinator","Thysanoptera_sp._2",7
7,275,5,0.00621123,"pollinator","Thysanoptera_sp._2",7
8,274,3,0.00669873,"pollinator","Thysanoptera_sp._1",6
8,274,2,0.00563209,"pollinator","Thysanoptera_sp._1",6
8,274,6,0.00639757,"pollinator","Thysanoptera_sp._1",6
8,274,7,0.00565083,"pollinator","Thysanoptera_sp._1",6
8,274,4,0.00662771,"pollinator","Thysanoptera_sp._1",6
8,274,5,0.00584248,"pollinator","Thysanoptera_sp._1",6
9,110,4,1.40613e-05,"pollinator","Chloropidae_sp._6",16
9,121,7,4.09234e-05,"pollinator","Cryptocephalus_nitidicollis",16
9,41,5,1.73241e-05,"pollinator","Agromyzidae?_sp._2",16
9,31,6,0.00740609,"plant","Periploca.laevigata",16
9,31,5,0.00777592,"plant","Periploca.laevigata",16
9,193,5,0.000214012,"pollinator","Neodryophilus_cryptophagoides",16
9,31,4,0.00958167,"plant","Periploca.laevigata",16
